Date,Machine_ID,Machine_Type,Production_Line,Install_Date,Last_Maintenance_Date,Avg_Error_Count_Monthly,Avg_Lifetime_Years,Plant_Number,Plant_Address
2022-06-30,Machine_1045,CNC,Line_1,2016-02-09,2019-10-10,3,9,PL-123,"Suzhou, China"
2022-06-30,Machine_1046,Lathe,Line_4,2014-07-31,2019-07-09,8,9,PL-123,"Suzhou, China"
2022-06-30,Machine_1047,3D Printer,Line_2,2015-11-29,2019-02-22,13,6,PL-123,"Suzhou, China"
2022-06-30,Machine_1048,Drilling,Line_2,2019-06-17,2019-05-04,7,9,PL-123,"Suzhou, China"
2022-06-30,Machine_1049,3D Printer,Line_4,2019-08-08,2019-01-30,3,7,PL-123,"Suzhou, China"
2022-07-31,Machine_1000,Drilling,Line_3,2017-06-07,2019-06-24,13,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1001,3D Printer,Line_4,2018-07-29,2019-08-23,7,17,PL-123,"Suzhou, China"
2022-07-31,Machine_1002,Milling,Line_3,2015-08-12,2019-01-23,14,6,PL-123,"Suzhou, China"
2022-07-31,Machine_1003,Lathe,Line_2,2015-05-05,2019-06-03,7,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1004,Drilling,Line_2,2019-07-24,2019-11-24,6,17,PL-123,"Suzhou, China"
2022-07-31,Machine_1005,CNC,Line_2,2016-08-17,2019-06-04,9,13,PL-123,"Suzhou, China"
2022-07-31,Machine_1006,Lathe,Line_1,2015-01-25,2019-09-21,12,12,PL-123,"Suzhou, China"
2022-07-31,Machine_1007,CNC,Line_1,2015-06-04,2019-01-28,5,17,PL-123,"Suzhou, China"
2022-07-31,Machine_1008,Lathe,Line_1,2016-08-07,2019-06-30,7,18,PL-123,"Suzhou, China"
2022-07-31,Machine_1009,Lathe,Line_4,2016-12-18,2019-01-27,6,19,PL-123,"Suzhou, China"
2022-07-31,Machine_1010,3D Printer,Line_2,2018-02-03,2019-05-26,4,15,PL-123,"Suzhou, China"
2022-07-31,Machine_1011,Drilling,Line_2,2015-11-18,2019-06-22,11,16,PL-123,"Suzhou, China"
2022-07-31,Machine_1012,Drilling,Line_4,2018-08-28,2019-09-19,12,7,PL-123,"Suzhou, China"
2022-07-31,Machine_1013,Lathe,Line_1,2017-01-20,2019-03-25,12,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1014,Milling,Line_4,2016-10-13,2019-08-08,3,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1015,Milling,Line_1,2018-01-29,2019-04-30,13,10,PL-123,"Suzhou, China"
2022-07-31,Machine_1016,CNC,Line_2,2016-02-19,2019-01-04,11,7,PL-123,"Suzhou, China"
2022-07-31,Machine_1017,CNC,Line_3,2018-10-22,2019-04-02,1,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1018,3D Printer,Line_1,2017-07-06,2019-08-10,10,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1019,Lathe,Line_2,2016-05-14,2019-08-01,7,12,PL-123,"Suzhou, China"
2022-07-31,Machine_1020,CNC,Line_2,2016-04-10,2019-12-04,8,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1021,CNC,Line_3,2015-11-18,2019-05-06,3,9,PL-123,"Suzhou, China"
2022-07-31,Machine_1022,Lathe,Line_2,2015-02-06,2019-08-11,3,10,PL-123,"Suzhou, China"
2022-07-31,Machine_1023,3D Printer,Line_2,2017-09-02,2019-08-31,4,19,PL-123,"Suzhou, China"
2022-07-31,Machine_1024,CNC,Line_1,2016-07-21,2019-08-06,1,6,PL-123,"Suzhou, China"
2022-07-31,Machine_1025,3D Printer,Line_1,2015-10-24,2019-08-20,6,11,PL-123,"Suzhou, China"
2022-07-31,Machine_1026,Drilling,Line_3,2015-07-15,2019-06-02,14,11,PL-123,"Suzhou, China"
2022-07-31,Machine_1027,3D Printer,Line_3,2015-12-08,2019-10-23,4,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1028,Milling,Line_2,2015-11-19,2019-04-17,5,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1029,Milling,Line_1,2017-04-26,2019-02-28,3,16,PL-123,"Suzhou, China"
2022-07-31,Machine_1030,3D Printer,Line_3,2015-05-08,2019-12-10,7,17,PL-123,"Suzhou, China"
2022-07-31,Machine_1031,Milling,Line_3,2017-12-28,2019-04-12,7,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1032,Drilling,Line_4,2019-01-13,2019-09-29,11,9,PL-123,"Suzhou, China"
2022-07-31,Machine_1033,Lathe,Line_3,2015-08-15,2019-12-03,4,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1034,Milling,Line_2,2016-08-12,2019-11-03,11,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1035,Milling,Line_1,2019-09-04,2019-07-12,5,11,PL-123,"Suzhou, China"
2022-07-31,Machine_1036,3D Printer,Line_3,2018-04-14,2019-09-22,2,13,PL-123,"Suzhou, China"
2022-07-31,Machine_1037,Drilling,Line_4,2016-07-12,2019-09-26,0,5,PL-123,"Suzhou, China"
2022-07-31,Machine_1038,Lathe,Line_1,2016-05-10,2019-10-15,8,6,PL-123,"Suzhou, China"
2022-07-31,Machine_1039,3D Printer,Line_3,2015-06-22,2019-11-16,8,10,PL-123,"Suzhou, China"
2022-07-31,Machine_1040,3D Printer,Line_4,2018-09-13,2019-04-14,2,19,PL-123,"Suzhou, China"
2022-07-31,Machine_1041,Drilling,Line_3,2015-07-19,2019-04-15,3,19,PL-123,"Suzhou, China"
2022-07-31,Machine_1042,Lathe,Line_1,2019-04-11,2019-08-05,12,10,PL-123,"Suzhou, China"
2022-07-31,Machine_1043,Drilling,Line_1,2015-06-03,2019-01-02,6,6,PL-123,"Suzhou, China"
2022-07-31,Machine_1044,Lathe,Line_1,2016-06-06,2019-07-08,1,13,PL-123,"Suzhou, China"
2022-07-31,Machine_1045,Drilling,Line_2,2017-05-16,2019-10-30,11,8,PL-123,"Suzhou, China"
2022-07-31,Machine_1046,3D Printer,Line_3,2018-01-15,2019-06-28,2,17,PL-123,"Suzhou, China"
2022-07-31,Machine_1047,3D Printer,Line_2,2018-01-20,2019-03-01,5,11,PL-123,"Suzhou, China"
2022-07-31,Machine_1048,CNC,Line_1,2015-04-12,2019-02-25,10,10,PL-123,"Suzhou, China"
2022-07-31,Machine_1049,Milling,Line_4,2014-09-14,2019-09-08,7,15,PL-123,"Suzhou, China"
2022-08-31,Machine_1000,Drilling,Line_3,2015-09-17,2019-08-08,14,17,PL-123,"Suzhou, China"
2022-08-31,Machine_1001,CNC,Line_2,2016-01-07,2019-06-16,0,15,PL-123,"Suzhou, China"
2022-08-31,Machine_1002,Milling,Line_3,2018-05-09,2019-08-17,3,7,PL-123,"Suzhou, China"
2022-08-31,Machine_1003,Drilling,Line_4,2017-03-25,2019-01-15,14,12,PL-123,"Suzhou, China"
2022-08-31,Machine_1004,Lathe,Line_2,2019-07-07,2019-11-06,0,11,PL-123,"Suzhou, China"
2022-08-31,Machine_1005,Milling,Line_1,2018-02-16,2019-12-18,1,13,PL-123,"Suzhou, China"
2022-08-31,Machine_1006,3D Printer,Line_2,2017-11-05,2019-04-10,7,7,PL-123,"Suzhou, China"
2022-08-31,Machine_1007,CNC,Line_3,2018-08-24,2019-02-26,5,5,PL-123,"Suzhou, China"
2022-08-31,Machine_1008,Milling,Line_3,2015-04-06,2019-07-26,8,6,PL-123,"Suzhou, China"
2022-08-31,Machine_1009,Milling,Line_3,2014-07-31,2019-03-04,1,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1010,3D Printer,Line_3,2016-08-23,2019-04-24,2,15,PL-123,"Suzhou, China"
2022-08-31,Machine_1011,Drilling,Line_1,2018-08-18,2019-03-23,8,19,PL-123,"Suzhou, China"
2022-08-31,Machine_1012,Lathe,Line_2,2017-01-22,2019-05-29,8,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1013,3D Printer,Line_1,2019-02-12,2019-08-30,12,5,PL-123,"Suzhou, China"
2022-08-31,Machine_1014,Lathe,Line_1,2018-04-24,2019-06-11,5,15,PL-123,"Suzhou, China"
2022-08-31,Machine_1015,Drilling,Line_1,2017-12-29,2019-01-14,13,9,PL-123,"Suzhou, China"
2022-08-31,Machine_1016,Milling,Line_3,2019-01-31,2019-07-06,14,19,PL-123,"Suzhou, China"
2022-08-31,Machine_1017,Lathe,Line_3,2015-10-04,2019-10-02,2,14,PL-123,"Suzhou, China"
2022-08-31,Machine_1018,CNC,Line_3,2019-05-31,2019-07-22,4,18,PL-123,"Suzhou, China"
2022-08-31,Machine_1019,CNC,Line_2,2016-06-24,2019-08-04,14,6,PL-123,"Suzhou, China"
2022-08-31,Machine_1020,3D Printer,Line_4,2019-02-10,2019-02-12,1,7,PL-123,"Suzhou, China"
2022-08-31,Machine_1021,Drilling,Line_3,2019-02-06,2019-07-30,6,12,PL-123,"Suzhou, China"
2022-08-31,Machine_1022,3D Printer,Line_2,2019-03-26,2019-02-03,9,19,PL-123,"Suzhou, China"
2022-08-31,Machine_1023,3D Printer,Line_3,2016-03-30,2019-08-23,10,14,PL-123,"Suzhou, China"
2022-08-31,Machine_1024,3D Printer,Line_3,2016-01-21,2019-04-15,7,18,PL-123,"Suzhou, China"
2022-08-31,Machine_1025,CNC,Line_1,2019-02-26,2019-01-14,5,9,PL-123,"Suzhou, China"
2022-08-31,Machine_1026,CNC,Line_1,2015-02-17,2019-02-15,7,8,PL-123,"Suzhou, China"
2022-08-31,Machine_1027,3D Printer,Line_1,2015-11-08,2019-09-25,1,9,PL-123,"Suzhou, China"
2022-08-31,Machine_1028,CNC,Line_2,2014-07-31,2019-10-26,2,14,PL-123,"Suzhou, China"
2022-08-31,Machine_1029,Drilling,Line_4,2019-06-20,2019-10-21,6,10,PL-123,"Suzhou, China"
2022-08-31,Machine_1030,3D Printer,Line_4,2017-04-13,2019-01-10,9,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1031,CNC,Line_2,2014-07-30,2019-02-18,11,11,PL-123,"Suzhou, China"
2022-08-31,Machine_1032,Lathe,Line_3,2017-08-29,2019-03-18,0,18,PL-123,"Suzhou, China"
2022-08-31,Machine_1033,3D Printer,Line_2,2016-09-09,2019-10-12,6,17,PL-123,"Suzhou, China"
2022-08-31,Machine_1034,3D Printer,Line_3,2018-08-05,2019-12-14,5,13,PL-123,"Suzhou, China"
2022-08-31,Machine_1035,Drilling,Line_2,2018-08-26,2019-09-20,7,5,PL-123,"Suzhou, China"
2022-08-31,Machine_1036,Milling,Line_2,2017-10-28,2019-01-18,6,8,PL-123,"Suzhou, China"
2022-08-31,Machine_1037,Milling,Line_2,2015-03-12,2019-01-21,3,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1038,Drilling,Line_4,2017-06-02,2019-07-24,2,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1039,Drilling,Line_1,2015-07-22,2019-11-13,2,13,PL-123,"Suzhou, China"
2022-08-31,Machine_1040,Drilling,Line_2,2018-01-28,2019-10-22,14,9,PL-123,"Suzhou, China"
2022-08-31,Machine_1041,Milling,Line_4,2018-02-19,2019-04-13,3,12,PL-123,"Suzhou, China"
2022-08-31,Machine_1042,Drilling,Line_1,2019-05-14,2019-10-15,14,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1043,CNC,Line_1,2017-07-25,2019-04-22,8,5,PL-123,"Suzhou, China"
2022-08-31,Machine_1044,3D Printer,Line_2,2017-12-14,2019-07-06,8,8,PL-123,"Suzhou, China"
2022-08-31,Machine_1045,3D Printer,Line_3,2016-01-25,2019-06-28,12,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1046,Lathe,Line_3,2015-01-05,2019-06-17,1,18,PL-123,"Suzhou, China"
2022-08-31,Machine_1047,Lathe,Line_3,2019-02-15,2019-04-07,4,16,PL-123,"Suzhou, China"
2022-08-31,Machine_1048,3D Printer,Line_2,2017-01-21,2019-10-12,0,13,PL-123,"Suzhou, China"
2022-08-31,Machine_1049,CNC,Line_3,2015-09-23,2019-12-06,3,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1000,Milling,Line_4,2016-10-19,2019-01-16,1,5,PL-123,"Suzhou, China"
2022-09-30,Machine_1001,Milling,Line_4,2014-10-06,2019-10-27,7,5,PL-123,"Suzhou, China"
2022-09-30,Machine_1002,CNC,Line_4,2016-05-26,2019-05-19,3,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1003,Milling,Line_4,2015-07-03,2019-09-07,4,18,PL-123,"Suzhou, China"
2022-09-30,Machine_1004,Drilling,Line_1,2015-11-21,2019-02-22,10,7,PL-123,"Suzhou, China"
2022-09-30,Machine_1005,3D Printer,Line_4,2017-07-28,2019-07-03,3,11,PL-123,"Suzhou, China"
2022-09-30,Machine_1006,3D Printer,Line_3,2017-11-02,2019-05-18,4,15,PL-123,"Suzhou, China"
2022-09-30,Machine_1007,CNC,Line_2,2016-01-05,2019-04-20,4,7,PL-123,"Suzhou, China"
2022-09-30,Machine_1008,Milling,Line_3,2019-08-16,2019-05-19,4,5,PL-123,"Suzhou, China"
2022-09-30,Machine_1009,Lathe,Line_4,2016-02-15,2019-11-22,10,16,PL-123,"Suzhou, China"
2022-09-30,Machine_1010,Lathe,Line_1,2017-11-03,2019-11-06,2,19,PL-123,"Suzhou, China"
2022-09-30,Machine_1011,Milling,Line_4,2019-04-15,2019-08-11,6,15,PL-123,"Suzhou, China"
2022-09-30,Machine_1012,Lathe,Line_2,2016-01-08,2019-09-06,2,14,PL-123,"Suzhou, China"
2022-09-30,Machine_1013,CNC,Line_3,2016-08-22,2019-10-12,1,6,PL-123,"Suzhou, China"
2022-09-30,Machine_1014,CNC,Line_2,2019-04-16,2019-01-30,2,14,PL-123,"Suzhou, China"
2022-09-30,Machine_1015,Milling,Line_2,2014-09-27,2019-09-06,10,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1016,Lathe,Line_2,2015-03-10,2019-02-17,2,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1017,CNC,Line_3,2016-10-11,2019-03-26,7,5,PL-123,"Suzhou, China"
2022-09-30,Machine_1018,CNC,Line_4,2016-10-31,2019-07-05,3,5,PL-123,"Suzhou, China"
2022-09-30,Machine_1019,Drilling,Line_2,2019-01-25,2019-08-29,2,16,PL-123,"Suzhou, China"
2022-09-30,Machine_1020,Drilling,Line_3,2017-01-30,2019-01-28,9,18,PL-123,"Suzhou, China"
2022-09-30,Machine_1021,CNC,Line_1,2017-04-17,2019-10-10,4,12,PL-123,"Suzhou, China"
2022-09-30,Machine_1022,Milling,Line_3,2019-06-03,2019-04-11,3,11,PL-123,"Suzhou, China"
2022-09-30,Machine_1023,3D Printer,Line_1,2016-12-14,2019-10-03,8,18,PL-123,"Suzhou, China"
2022-09-30,Machine_1024,3D Printer,Line_3,2018-11-10,2019-03-30,7,12,PL-123,"Suzhou, China"
2022-09-30,Machine_1025,CNC,Line_4,2019-09-01,2019-08-17,10,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1026,CNC,Line_2,2015-05-26,2019-01-31,6,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1027,CNC,Line_4,2017-06-22,2019-05-02,14,10,PL-123,"Suzhou, China"
2022-09-30,Machine_1028,Milling,Line_3,2015-02-26,2019-11-12,7,19,PL-123,"Suzhou, China"
2022-09-30,Machine_1029,Drilling,Line_2,2016-08-08,2019-06-25,12,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1030,CNC,Line_1,2017-10-23,2019-07-19,4,7,PL-123,"Suzhou, China"
2022-09-30,Machine_1031,CNC,Line_3,2015-03-02,2019-10-25,3,15,PL-123,"Suzhou, China"
2022-09-30,Machine_1032,Lathe,Line_2,2016-12-09,2019-01-12,6,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1033,Milling,Line_1,2016-05-06,2019-04-18,0,12,PL-123,"Suzhou, China"
2022-09-30,Machine_1034,CNC,Line_1,2015-10-13,2019-06-14,5,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1035,Lathe,Line_4,2016-08-13,2019-11-29,14,7,PL-123,"Suzhou, China"
2022-09-30,Machine_1036,3D Printer,Line_3,2016-10-21,2019-10-04,7,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1037,CNC,Line_1,2019-05-19,2019-08-11,6,10,PL-123,"Suzhou, China"
2022-09-30,Machine_1038,CNC,Line_2,2017-05-01,2019-05-24,1,15,PL-123,"Suzhou, China"
2022-09-30,Machine_1039,Lathe,Line_1,2019-04-19,2019-01-09,13,11,PL-123,"Suzhou, China"
2022-09-30,Machine_1040,Milling,Line_1,2014-10-11,2019-07-10,12,11,PL-123,"Suzhou, China"
2022-09-30,Machine_1041,CNC,Line_4,2017-06-19,2019-01-09,13,18,PL-123,"Suzhou, China"
2022-09-30,Machine_1042,3D Printer,Line_4,2015-11-06,2019-01-20,6,19,PL-123,"Suzhou, China"
2022-09-30,Machine_1043,CNC,Line_2,2014-07-21,2019-10-13,12,16,PL-123,"Suzhou, China"
2022-09-30,Machine_1044,3D Printer,Line_4,2017-05-25,2019-05-23,5,8,PL-123,"Suzhou, China"
2022-09-30,Machine_1045,Drilling,Line_1,2018-04-30,2019-10-19,12,12,PL-123,"Suzhou, China"
2022-09-30,Machine_1046,Drilling,Line_1,2019-08-10,2019-05-16,4,11,PL-123,"Suzhou, China"
2022-09-30,Machine_1047,3D Printer,Line_4,2016-08-18,2019-02-18,3,6,PL-123,"Suzhou, China"
2022-09-30,Machine_1048,Milling,Line_1,2019-02-17,2019-03-12,0,17,PL-123,"Suzhou, China"
2022-09-30,Machine_1049,CNC,Line_1,2018-07-08,2019-06-21,12,12,PL-123,"Suzhou, China"
2022-10-31,Machine_1000,CNC,Line_2,2014-08-27,2019-05-30,1,13,PL-123,"Suzhou, China"
2022-10-31,Machine_1001,Drilling,Line_4,2018-11-13,2019-09-15,14,9,PL-123,"Suzhou, China"
2022-10-31,Machine_1002,3D Printer,Line_1,2019-03-31,2019-04-25,6,19,PL-123,"Suzhou, China"
2022-10-31,Machine_1003,CNC,Line_4,2019-02-08,2019-07-18,9,8,PL-123,"Suzhou, China"
2022-10-31,Machine_1004,CNC,Line_2,2015-01-01,2019-09-16,2,8,PL-123,"Suzhou, China"
2022-10-31,Machine_1005,Milling,Line_4,2015-02-01,2019-11-11,4,17,PL-123,"Suzhou, China"
2022-10-31,Machine_1006,Lathe,Line_1,2018-12-31,2019-08-06,7,8,PL-123,"Suzhou, China"
2022-10-31,Machine_1007,Drilling,Line_4,2017-05-07,2019-03-15,12,10,PL-123,"Suzhou, China"
2022-10-31,Machine_1008,Drilling,Line_1,2017-06-08,2019-05-10,12,15,PL-123,"Suzhou, China"
2022-10-31,Machine_1009,Lathe,Line_1,2015-11-21,2019-10-12,7,8,PL-123,"Suzhou, China"
2022-10-31,Machine_1010,CNC,Line_1,2018-05-23,2019-04-24,5,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1011,Milling,Line_2,2017-10-22,2019-12-05,4,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1012,Milling,Line_4,2017-11-06,2019-10-07,12,9,PL-123,"Suzhou, China"
2022-10-31,Machine_1013,Drilling,Line_2,2016-02-18,2019-11-08,1,17,PL-123,"Suzhou, China"
2022-10-31,Machine_1014,Milling,Line_4,2017-01-01,2019-01-14,8,9,PL-123,"Suzhou, China"
2022-10-31,Machine_1015,Lathe,Line_2,2018-10-02,2019-08-05,0,19,PL-123,"Suzhou, China"
2022-10-31,Machine_1016,CNC,Line_3,2015-02-16,2019-06-29,10,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1017,Lathe,Line_1,2014-11-21,2019-05-15,1,12,PL-123,"Suzhou, China"
2022-10-31,Machine_1018,3D Printer,Line_1,2017-05-05,2019-09-22,12,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1019,Drilling,Line_2,2019-03-04,2019-12-01,0,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1020,Milling,Line_3,2016-05-05,2019-07-04,11,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1021,3D Printer,Line_1,2018-03-21,2019-09-22,3,10,PL-123,"Suzhou, China"
2022-10-31,Machine_1022,Milling,Line_4,2014-10-09,2019-06-14,3,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1023,CNC,Line_2,2018-11-05,2019-10-07,4,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1024,CNC,Line_1,2018-02-07,2019-03-17,4,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1025,CNC,Line_1,2019-03-27,2019-06-27,7,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1026,Milling,Line_2,2018-05-13,2019-04-29,10,6,PL-123,"Suzhou, China"
2022-10-31,Machine_1027,3D Printer,Line_2,2016-01-19,2019-08-10,14,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1028,CNC,Line_4,2019-07-03,2019-03-18,10,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1029,3D Printer,Line_4,2018-11-25,2019-12-04,2,6,PL-123,"Suzhou, China"
2022-10-31,Machine_1030,Milling,Line_1,2019-01-05,2019-10-01,5,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1031,3D Printer,Line_1,2017-08-01,2019-05-09,11,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1032,Milling,Line_2,2016-05-18,2019-04-02,12,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1033,Milling,Line_1,2016-04-08,2019-09-02,11,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1034,Drilling,Line_1,2017-03-24,2019-04-16,2,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1035,Milling,Line_2,2017-11-01,2019-07-12,12,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1036,Milling,Line_1,2017-02-22,2019-07-08,1,11,PL-123,"Suzhou, China"
2022-10-31,Machine_1037,Lathe,Line_1,2017-11-10,2019-05-16,7,9,PL-123,"Suzhou, China"
2022-10-31,Machine_1038,CNC,Line_3,2016-02-13,2019-02-22,0,5,PL-123,"Suzhou, China"
2022-10-31,Machine_1039,Drilling,Line_4,2015-07-11,2019-06-15,8,18,PL-123,"Suzhou, China"
2022-10-31,Machine_1040,Drilling,Line_2,2017-11-04,2019-02-01,10,6,PL-123,"Suzhou, China"
2022-10-31,Machine_1041,Drilling,Line_3,2018-08-24,2019-07-06,6,17,PL-123,"Suzhou, China"
2022-10-31,Machine_1042,Lathe,Line_4,2014-11-16,2019-11-08,11,13,PL-123,"Suzhou, China"
2022-10-31,Machine_1043,Milling,Line_4,2016-07-19,2019-12-09,9,12,PL-123,"Suzhou, China"
2022-10-31,Machine_1044,CNC,Line_4,2017-06-07,2019-05-06,12,12,PL-123,"Suzhou, China"
2022-10-31,Machine_1045,3D Printer,Line_3,2017-04-29,2019-07-19,14,14,PL-123,"Suzhou, China"
2022-10-31,Machine_1046,Milling,Line_3,2017-06-23,2019-08-11,11,5,PL-123,"Suzhou, China"
2022-10-31,Machine_1047,Lathe,Line_4,2016-07-28,2019-11-16,10,10,PL-123,"Suzhou, China"
2022-10-31,Machine_1048,Milling,Line_1,2019-08-06,2019-10-31,3,19,PL-123,"Suzhou, China"
2022-10-31,Machine_1049,Milling,Line_1,2015-01-28,2019-12-05,2,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1000,Lathe,Line_3,2017-07-27,2019-11-15,5,13,PL-123,"Suzhou, China"
2022-11-30,Machine_1001,Drilling,Line_3,2018-12-05,2019-06-19,8,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1002,Drilling,Line_3,2015-03-17,2019-06-10,14,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1003,CNC,Line_4,2018-04-06,2019-04-24,8,7,PL-123,"Suzhou, China"
2022-11-30,Machine_1004,CNC,Line_1,2018-11-17,2019-02-26,3,8,PL-123,"Suzhou, China"
2022-11-30,Machine_1005,Drilling,Line_3,2018-04-05,2019-02-23,9,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1006,3D Printer,Line_3,2017-12-24,2019-11-18,4,7,PL-123,"Suzhou, China"
2022-11-30,Machine_1007,Milling,Line_2,2019-02-02,2019-05-22,10,10,PL-123,"Suzhou, China"
2022-11-30,Machine_1008,3D Printer,Line_4,2016-05-09,2019-05-18,12,18,PL-123,"Suzhou, China"
2022-11-30,Machine_1009,Milling,Line_2,2018-01-27,2019-02-10,8,13,PL-123,"Suzhou, China"
2022-11-30,Machine_1010,Drilling,Line_1,2019-06-22,2019-09-24,1,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1011,CNC,Line_2,2018-11-01,2019-02-18,1,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1012,CNC,Line_2,2019-02-11,2019-04-15,4,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1013,3D Printer,Line_2,2017-01-30,2019-12-15,0,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1014,CNC,Line_4,2017-04-17,2019-04-11,7,17,PL-123,"Suzhou, China"
2022-11-30,Machine_1015,Drilling,Line_1,2014-10-04,2019-05-29,4,14,PL-123,"Suzhou, China"
2022-11-30,Machine_1016,3D Printer,Line_2,2019-09-13,2019-08-14,11,8,PL-123,"Suzhou, China"
2022-11-30,Machine_1017,Milling,Line_4,2016-01-10,2019-05-13,9,19,PL-123,"Suzhou, China"
2022-11-30,Machine_1018,CNC,Line_1,2016-11-22,2019-06-09,1,6,PL-123,"Suzhou, China"
2022-11-30,Machine_1019,Lathe,Line_3,2019-08-20,2019-08-03,11,17,PL-123,"Suzhou, China"
2022-11-30,Machine_1020,CNC,Line_2,2018-07-04,2019-04-15,8,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1021,Milling,Line_1,2015-09-09,2019-09-18,1,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1022,3D Printer,Line_2,2014-11-25,2019-11-27,6,18,PL-123,"Suzhou, China"
2022-11-30,Machine_1023,Milling,Line_3,2016-04-28,2019-09-03,7,16,PL-123,"Suzhou, China"
2022-11-30,Machine_1024,Lathe,Line_1,2018-07-10,2019-08-22,13,15,PL-123,"Suzhou, China"
2022-11-30,Machine_1025,Drilling,Line_4,2017-12-10,2019-06-20,5,10,PL-123,"Suzhou, China"
2022-11-30,Machine_1026,CNC,Line_1,2015-06-18,2019-07-08,13,18,PL-123,"Suzhou, China"
2022-11-30,Machine_1027,3D Printer,Line_4,2018-02-06,2019-11-02,10,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1028,Drilling,Line_1,2019-02-07,2019-12-18,6,13,PL-123,"Suzhou, China"
2022-11-30,Machine_1029,Milling,Line_4,2018-10-15,2019-10-07,10,17,PL-123,"Suzhou, China"
2022-11-30,Machine_1030,3D Printer,Line_3,2016-09-15,2019-07-16,0,5,PL-123,"Suzhou, China"
2022-11-30,Machine_1031,Drilling,Line_3,2015-12-17,2019-05-29,3,13,PL-123,"Suzhou, China"
2022-11-30,Machine_1032,3D Printer,Line_3,2015-11-04,2019-04-10,12,6,PL-123,"Suzhou, China"
2022-11-30,Machine_1033,Lathe,Line_1,2016-02-18,2019-06-01,6,18,PL-123,"Suzhou, China"
2022-11-30,Machine_1034,Lathe,Line_3,2015-09-06,2019-04-12,0,17,PL-123,"Suzhou, China"
2022-11-30,Machine_1035,CNC,Line_2,2014-08-14,2019-12-12,12,5,PL-123,"Suzhou, China"
2022-11-30,Machine_1036,CNC,Line_3,2015-02-02,2019-12-15,0,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1037,Lathe,Line_4,2017-01-08,2019-11-21,10,12,PL-123,"Suzhou, China"
2022-11-30,Machine_1038,3D Printer,Line_4,2016-07-29,2019-11-25,5,15,PL-123,"Suzhou, China"
2022-11-30,Machine_1039,Lathe,Line_4,2015-01-02,2019-05-31,3,8,PL-123,"Suzhou, China"
